id,name,screen_name,text,created_at,retweet_count,favorite_count,hashtags
1583835376744951808,윤이진,badicu279,"RT @qkqqkqrlddl: 한복에기타
세미수트에 마크곤잘레스백팩
수트에 너바나폰케이스
저이런게좋은데어떡하죠 https://t.co/inggVGrYqG",2022-10-22 14:59:14+00:00,8,0,[]
1583835343685816320,꾸독꾸독,k2028426,"RT @bc_ouo: 한복의 날 기념으로 rt추첨 두분께 
[바다를 닮는 방법] 일러스트 엽서를 보내드리겠습니다💙 https://t.co/7SujJVb2Sk",2022-10-22 14:59:06+00:00,1129,0,[]
1583835062210297858,Min,Min92961720,"RT @jimin_thejimin: #OurJiminMemories
지민이랑 추억여행
#JIMIN JIMIN JIMIN #지민

인사동 지민한복 보러갔던 그날
슬림사쥬에 엄청 놀랬던 기억이..
울 지민이가 이리 날씬하구나..
슬림탄탄 내남자😘 htt…",2022-10-22 14:57:59+00:00,61,0,"[{'text': 'OurJiminMemories', 'indices': [20, 37]}, {'text': 'JIMIN', 'indices': [48, 54]}, {'text': '지민', 'indices': [67, 70]}]"
1583834861772546049,Mary Anthiman,AnthimanMary,"RT @jimin_thejimin: #OurJiminMemories
지민이랑 추억여행
#JIMIN JIMIN JIMIN #지민

인사동 지민한복 보러갔던 그날
슬림사쥬에 엄청 놀랬던 기억이..
울 지민이가 이리 날씬하구나..
슬림탄탄 내남자😘 htt…",2022-10-22 14:57:11+00:00,61,0,"[{'text': 'OurJiminMemories', 'indices': [20, 37]}, {'text': 'JIMIN', 'indices': [48, 54]}, {'text': '지민', 'indices': [67, 70]}]"
1583834856915898368,Jiminah 19951013,grace201507011,"RT @jimin_thejimin: #OurJiminMemories
지민이랑 추억여행
#JIMIN JIMIN JIMIN #지민

인사동 지민한복 보러갔던 그날
슬림사쥬에 엄청 놀랬던 기억이..
울 지민이가 이리 날씬하구나..
슬림탄탄 내남자😘 htt…",2022-10-22 14:57:10+00:00,61,0,"[{'text': 'OurJiminMemories', 'indices': [20, 37]}, {'text': 'JIMIN', 'indices': [48, 54]}, {'text': '지민', 'indices': [67, 70]}]"
1583834834014679041,이븐,nummii__,@dejawaaaaaa 숙희는 드렸고… 한복 말하는거겠죵..?? ㅎㅎ..,2022-10-22 14:57:05+00:00,0,0,[]
1583834792197763077,임핑,tyu12cv191,"RT @nyangG1919: 한복의 날 세이프!!!!!!!!!!
구미호 유라의 얼렁뚱땅 사냥 일지
https://t.co/KLrXh5Ly95 https://t.co/aYZUBNE2NM",2022-10-22 14:56:55+00:00,846,0,[]
1583834787537879040,니냐니냐뇨😷,ninyaniyanyo,"RT @bc_ouo: 한복의 날 기념으로 rt추첨 두분께 
[바다를 닮는 방법] 일러스트 엽서를 보내드리겠습니다💙 https://t.co/7SujJVb2Sk",2022-10-22 14:56:54+00:00,1129,0,[]
1583834786451202050,초봉,ddlIlIlIlIbb,광복절커플 한번은 한복그려줘야하는데,2022-10-22 14:56:53+00:00,0,0,[]
1583834762061357056,에에에에,ajsirnd,"RT @Venduck0807: 안녕하세요!
한복의 날을 기념하여
한국 고유의 멋이 담뿍 깃든
[한국풍 나전칠기 자개 문양 브러쉬] 를
텀블벅에 런칭했습니다!

#RT추첨 한 분 계좌로 30000원 입금해드립니다!
감사합니다🥰💗

https://t.c…",2022-10-22 14:56:48+00:00,244,0,"[{'text': 'RT추첨', 'indices': [89, 94]}]"
1583834658742992896,복스진심녀👹🧧,Alienmonkey123,"RT @Khepri_need_Shu: 아 한복합작 배경이미지도 제가 그렸어요!

왼쪽이 럭시엠 오른쪽이 녹틱스의 실루엣이랍니다아 https://t.co/kZNJUZKdGz",2022-10-22 14:56:23+00:00,20,0,[]
1583834641660014593,이것저것계정,igeosjeogeosgy1,"RT @Darae_5462: 강아지 한복도 되나요..?🥹
1,2 는 주문제작으로 소장중인 한복 + 럭키이머께 선물받은 노리개
3 은 겨울용 한복으로 주문제작 맡긴 원단..
4는 주문제작 예정인 한복에 달 술띠..랑 노리개..

내년 한복도 내 후년…",2022-10-22 14:56:19+00:00,65,0,[]
1583834611171237889,ㄹ,Ryam___,"RT @nyangG1919: 한복의 날 세이프!!!!!!!!!!
구미호 유라의 얼렁뚱땅 사냥 일지
https://t.co/KLrXh5Ly95 https://t.co/aYZUBNE2NM",2022-10-22 14:56:12+00:00,846,0,[]
1583834498491248641,에에에에,ajsirnd,"RT @rewolf_b: [RT이벤] 한복을 담은 야구점퍼, 단청 자수키링 점퍼
텀블벅 후원오픈했습니다🥰💕💕

https://t.co/OrfcKcHZa6

겨울동안 따뜻하게 보내실 수 있도록 준비했습니다 :)
후원완료일에 알티해주신 분들 중 한분을…",2022-10-22 14:55:45+00:00,348,0,[]
1583834491105161216,제갈공명,OPE_gh2,"RT @bc_ouo: 한복의 날 기념으로 rt추첨 두분께 
[바다를 닮는 방법] 일러스트 엽서를 보내드리겠습니다💙 https://t.co/7SujJVb2Sk",2022-10-22 14:55:43+00:00,1129,0,[]
