id,name,screen_name,text,created_at,retweet_count,favorite_count,hashtags
1624422975650009089,도로시 유다,youda_owner,"@et7mq 최고......최고...... ....제발두번...... 
연지곤지 찍은 도로시
한복 입은 휘 상상하고
지금 쫌 기절햇어요",2023-02-11 14:59:52+00:00,0,0,[]
1624422910353092617,솔트,ssolt__,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:59:36+00:00,284,0,[]
1624422833588965376,Happy DKB day🐻,monroepaig,"RT @DKB_BRAVE: [✏] 이리 오너라~ 한복 휘날리며✨ 등장한 짱크비들의 안취해 국악버전 비하인드!

🔗 https://t.co/v6SX7SQpAD

#다크비 #DKB 
#네이버포스트 #NaverPost https://t.co/DZjJ1Nu…",2023-02-11 14:59:18+00:00,83,0,"[{'text': '다크비', 'indices': [89, 93]}, {'text': 'DKB', 'indices': [94, 98]}, {'text': '네이버포스트', 'indices': [100, 107]}, {'text': 'NaverPost', 'indices': [108, 118]}]"
1624422826055958528,감자,Wang_Gamja_,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:59:16+00:00,284,0,[]
1624422763611176962,원윤재,dasparfum9,"섹

알㉳

섹㉺

놀이터

 홉 p n e 59 . ₵ ⬭ ₥

한복 바다를본돼지 순창룸싸룽 빅사이즈코디룩 https://t.co/BOMGVxASh1",2023-02-11 14:59:01+00:00,0,0,[]
1624422615283793922,JINGOISTIC BILINGUAL (kingfool),shrimpbricks,RT @combat0o: 돈키도 한복 줘요ㅠ https://t.co/kicN2LLB3r,2023-02-11 14:58:26+00:00,110,0,[]
1624422603657220097,𝖈𝖎𝖌𝖆𝖗 ᴵᵃᶰ,Cigar_k,짜증나 담벼락 너머로 보이는 그 너덜한 김신 ……. 어이 유신재씨 한복은 잘 어울리네만 그만 입어 이자식아,2023-02-11 14:58:23+00:00,0,1,[]
1624422599433531392,🔸슈룹🔸,manyo_fc,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:58:22+00:00,284,0,[]
1624422576255803393,리샤이,lisyai0628_,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:58:17+00:00,284,0,[]
1624422559600242689,밀키웨이,beldeokdeok,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:58:13+00:00,284,0,[]
1624422550448275461,남궁 휘 오너,et7mq,"아기방토..... ㅎㅎ...
한복...한복... 보고 싶다...
그려옴",2023-02-11 14:58:10+00:00,0,3,[]
1624422538565791744,얼룩말 알렉스,Indigo_Zebra,RT @notpigbutpig: 한복이 터짐 https://t.co/HoCoc0ZUvF,2023-02-11 14:58:08+00:00,37,0,[]
1624422466373419014,복귀 티라뇨끼(티라노사우르스),ghunnfg,한복이 좋다..🖤 https://t.co/v51jWuXj18,2023-02-11 14:57:50+00:00,0,1,[]
1624422282528714754,박진수,dateo2000,"ㄹㅣ얼

섹

ㅍㅏ

ㅅ ㅏ 이 트

 주 소 p n e 59 . ∁ ○ Μ

궁중한복 인셀덤몰랐으면어쩔뻔 한강진맛집 취미부자 활용잘함 https://t.co/eqqNUCDwgJ",2023-02-11 14:57:07+00:00,0,0,[]
1624422259162255363,@임,space_dust_hip,"#한복계_그림러
#한복계_트친소
#그림러_트친소
#트친소를했는데트친이생기고싶다아무도트친안해준다고할까봐무섭지만그래도돌려본다트친소 
#트친소
주로 한복,설화,이야기 관련해서 그림을 그립니다!
국악,국악풍,퓨전국… https://t.co/wDGGE0yC7X",2023-02-11 14:57:01+00:00,0,2,"[{'text': '한복계_그림러', 'indices': [0, 8]}, {'text': '한복계_트친소', 'indices': [9, 17]}, {'text': '그림러_트친소', 'indices': [18, 26]}, {'text': '트친소를했는데트친이생기고싶다아무도트친안해준다고할까봐무섭지만그래도돌려본다트친소', 'indices': [27, 70]}, {'text': '트친소', 'indices': [72, 76]}]"
1624422216845901824,연,realromanceh,홍수현 진짜 공주 중전 화려한 한복 너무 잘받음 https://t.co/uDqK3vGvlk,2023-02-11 14:56:51+00:00,0,1,[]
1624422114257440768,김아로마,AlomaGim,"RT @hero_trot: 한복에 꽂혀서 한복원단 쟁이는 중 🤣
이러다 장사하는거 아닌가 몰러ㅋㅋㅋ",2023-02-11 14:56:26+00:00,7,0,[]
1624422081395036161,노아,noa_noa_1019,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:56:19+00:00,284,0,[]
1624422078010261504,뇽,Nyoong6_6,"RT @Ggn_38: [RT❤] 한복/츄리닝/테크웨어 메이드를 준비 중이라 샘플 목적으로 세 분 추첨 후 작업해 드립니다! (API 13일까지라 12일 자정에 뽑습니다!) 

✦메이드 판타지✦ 2인 LD 고정틀 커미션 (39,000)

GL(뇨타 가…",2023-02-11 14:56:18+00:00,773,0,[]
1624421932946055169,아이리스♡̊̈,1ovey0umin,"RT @1ovey0umin: 221113 사웨2차 #기현

한복입고 부르는 시간을거슬러🕜💙 https://t.co/TMjLYeGEtD",2023-02-11 14:55:43+00:00,9,0,"[{'text': '기현', 'indices': [28, 31]}]"
1624421859042402304,Wannabe,my_wannabe_,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:55:26+00:00,284,0,[]
1624421710169800705,트친소 | 몡,Mmeng0618,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:54:50+00:00,284,0,[]
1624421655891292161,.,teentop_01,RT @gimdohu89779490: 우리애 한복도 잘 어울려요~~사극에 어울리는 우리애 사극 하자고요~~라고 외칩니다 #서동요 #사극_니엘 https://t.co/xiGzZAtZVf,2023-02-11 14:54:37+00:00,1,0,"[{'text': '서동요', 'indices': [67, 71]}, {'text': '사극_니엘', 'indices': [72, 78]}]"
1624421601956732929,♥️,RnEhr35,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:54:24+00:00,284,0,[]
1624421593446514688,청이,Atopos_Chu,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:54:22+00:00,284,0,[]
1624421573024436225,김보보,kIYeeP_b0B0,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:54:17+00:00,284,0,[]
1624421541663637504,유,hwangyu72061844,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:54:10+00:00,284,0,[]
1624421297714532353,매그주,maegeuju,RT @Llang_0o0: 백만년전에 받은 트친의 리퀘.... 한복 입은 리하크리 입니당 https://t.co/Wyv4EWrcwf,2023-02-11 14:53:12+00:00,85,0,[]
1624421229959733248,revssmyæ,shinemyae,"RT @tumblbug: [공식] 하플리 한복셋업 출시!

우리의 영원한 피겨퀸의 '오마주투코리아' 무대에 영감받아 디자인, 제작된 셋업!

아리랑의 가락과 흐름을 오묘한 연보라빛의 미래 지향적인 텍스타일 그래픽으로 표현했어요.

피겨퀸과 커플룩 할…",2023-02-11 14:52:56+00:00,3,0,[]
1624421205234315266,𝓂𝒾𝓃,sky_4everumin,"RT @gaon387: #한복계_트친소
#그림러_트친소
#hanbok
탐라에 한복 파시는 분들이 많았으면 좋겠어요,한국풍,파란 색 좋아합니다.
알티 위주로 천천히 찾아갈게요☺ https://t.co/5oR41F7tnY",2023-02-11 14:52:50+00:00,76,0,"[{'text': '한복계_트친소', 'indices': [13, 21]}, {'text': '그림러_트친소', 'indices': [22, 30]}, {'text': 'hanbok', 'indices': [31, 38]}]"
1624421180957683712,Devilsury,scb3022,"대한민국 무;료섹,,파싸[이트

 홉 n e b 6 5.C 0 M

비비붙임머리
예비신부한복
19살
핸드폰세상
일상글
일상일상룩
hamstagram",2023-02-11 14:52:44+00:00,0,0,[]
1624421081980489730,Commission 낙원,Paradise__Iost,"내가 오프할때 남 복장 신경 안 쓰는 이유:
내 찐친 하나는 고증 빡세게 지킨 맞춤제작 한복 입고 다니고 다른 하나는 로리타 아가씨임
그렇게 셋이 같이 카페 가서 조별과제도 했었음….",2023-02-11 14:52:20+00:00,0,0,[]
1624421058135855105,뎨꼬,Noah_0715,"RT @Ggn_38: [RT❤] 한복/츄리닝/테크웨어 메이드를 준비 중이라 샘플 목적으로 세 분 추첨 후 작업해 드립니다! (API 13일까지라 12일 자정에 뽑습니다!) 

✦메이드 판타지✦ 2인 LD 고정틀 커미션 (39,000)

GL(뇨타 가…",2023-02-11 14:52:15+00:00,773,0,[]
1624421052590993408,데아🔮,carsein_1111,"RT @oxo_deul: 🔲 데못죽 / 테스타 포토카드, 엽서 입금폼

[RT하신 분들 중 한 분께 포토카드를 보내드립니다.]

▪️ 2/13 22:00 ~ 2/13 23:00 (1시간)
▫️ 가을 포카 선착순 특전 50개
▪️한복, 가을 포카, 광…",2023-02-11 14:52:13+00:00,284,0,[]
