id,name,screen_name,text,created_at,retweet_count,favorite_count,hashtags
1623335844429066243,불속성클립퍼,cliper_feat_F,"RT @suo_yun41: #suha_art 
사이버펑크? 한복😎💙✨️ https://t.co/KuzGzitHIY",2023-02-08 15:00:00+00:00,97,0,"[{'text': 'suha_art', 'indices': [15, 24]}]"
1623335831376379905,누군가Q,who_areyouQ,"RT @Hanbok_Ahidi: 그러게..난 남자한복도 못지 않게 멋있는데, 그에 비하면 남자 생활한복은 폭이 그렇게 넓지 않은것 같아 아쉬움..난 특히 단령도 생활한복화 되었으면 좋겠음... https://t.co/rFMrM5IHZ0",2023-02-08 14:59:56+00:00,129,0,[]
1623335825009426432,딸기맛 두유🍓,ddaldoo0823,"분명 한복이쁘다는 얘길 들었는디
내 취향은 아닌디 https://t.co/iZtGS1TG0c",2023-02-08 14:59:55+00:00,0,0,[]
1623335823558184962,세상모든이슈,koreastoryman,한복 화보 아린‥  https://t.co/jb7zsshA3N #유머 #이슈 #스토리 #이야기 #연예 #아이돌,2023-02-08 14:59:55+00:00,0,0,"[{'text': '유머', 'indices': [35, 38]}, {'text': '이슈', 'indices': [39, 42]}, {'text': '스토리', 'indices': [43, 47]}, {'text': '이야기', 'indices': [48, 52]}, {'text': '연예', 'indices': [53, 56]}, {'text': '아이돌', 'indices': [57, 61]}]"
1623335765974601728,오일,oftont13,"RT @suo_yun41: #suha_art 
사이버펑크? 한복😎💙✨️ https://t.co/KuzGzitHIY",2023-02-08 14:59:41+00:00,97,0,"[{'text': 'suha_art', 'indices': [15, 24]}]"
1623335730469797888,Drphilgrim,morokina0625,"@juhyeog153 이건 진짜 한복이랑 비슷해보입니다.
마치 려말선초 시대 여인의상 비스므레하네요. https://t.co/rMbeqpxFBf",2023-02-08 14:59:32+00:00,0,0,[]
1623335713713577985,Người chị 🍉 của Yu Jimin,karinaholic_,"RT @HANTOGRAPH_: https://t.co/DM5jB1g25j

칼희나씨 한복
#KARINA #aespa #카리나 @aespa_official https://t.co/EgLDia1I2W",2023-02-08 14:59:28+00:00,194,0,"[{'text': 'KARINA', 'indices': [50, 57]}, {'text': 'aespa', 'indices': [58, 64]}, {'text': '카리나', 'indices': [65, 69]}]"
1623335682046566400,하나,ghk_ql,"RT @One_hour__: RT #RT #RT추첨
안녕하세요 트위터 유저분들.

한복 위주의 의상을 디자인하는 사람입니다.

API 유료화를 이유로 RT추첨이벤트를 열었습니다.

제 계정을 팔로우해주신 분들 중 RT하신 분 2분을 추첨하여 의상을…",2023-02-08 14:59:21+00:00,1064,0,"[{'text': 'RT', 'indices': [19, 22]}, {'text': 'RT추첨', 'indices': [23, 28]}]"
1623335661293170689,세상모든이야기,incubusjune1,한복 화보 아린‥  https://t.co/XsfHz4spTU #유머 #이슈 #스토리 #이야기 #연예 #아이돌,2023-02-08 14:59:16+00:00,0,0,"[{'text': '유머', 'indices': [35, 38]}, {'text': '이슈', 'indices': [39, 42]}, {'text': '스토리', 'indices': [43, 47]}, {'text': '이야기', 'indices': [48, 52]}, {'text': '연예', 'indices': [53, 56]}, {'text': '아이돌', 'indices': [57, 61]}]"
1623335608134557697,🥑🌱,wrtofthenight,"RT @suo_yun41: #suha_art 
사이버펑크? 한복😎💙✨️ https://t.co/KuzGzitHIY",2023-02-08 14:59:03+00:00,97,0,"[{'text': 'suha_art', 'indices': [15, 24]}]"
