id,name,screen_name,text,created_at,retweet_count,favorite_count,hashtags
1650877323024175105,붹😷,bueak_,"RT @jellykingbat_2: 허리 뒤로 리본 묶는 것도 한복인데요ㅠㅠ한복도 꾸준히 변화해왔는데,,근본적으로 파괴했다기 보단 이런 한복도 나오다니 이런식으로 생각해줬으면,,한복을 검열하면 소뷴홍들에게 먹이를 주게 돼요 환혼도 얼마나 물어뜯겼는데…",2023-04-25 15:00:00+00:00,116,0,[]
1650877207936651265,眸子,MZJ_861231,"RT @huser37: 한복과 유채꽃🌼💛

📷. @DALJIDALJI 
👗. @Yunra_Hanbok https://t.co/HPTCecEtvs",2023-04-25 14:59:32+00:00,11,0,[]
1650877011798425600,타오쨩 Tao🎥,Mr_tao0618,"RT @Hanbok_Ahidi: 그러고보니 &lt;오페라의 유령&gt;의 뮤지컬 배우분이 입었던 치마도 그러한 조선초기 스타일이었던것 같아요
한복은 이윤순님의 우리한복 https://t.co/NbDszZTc4c",2023-04-25 14:58:46+00:00,240,0,[]
1650877002474463234,zaza♥♥GBA PRADA,1Sarly,"RT @lhz990221: 오늘 간 팬들 너무 부럽 ㅠㅠ
참여한거 보면서 난 죽어도 못해 했는데 메타윈이 머리에 손 어깨에 손 반쪽하트 해달라는거 다해주는거ㅜ보고 부러워서 눈물날뻔 ㅠㅠ 태국 살았으면 진짜 한복입고 부채춤도 췄다 ㅠㅠ

Win x L…",2023-04-25 14:58:43+00:00,13,0,[]
1650876899617562624,쑤험생 무리,muri_ukato,헐 졸사 컨셉샷 한복 입으까?,2023-04-25 14:58:19+00:00,0,0,[]
1650876815265894400,🏀남부제독 제피🌊,windjepi,RT @xlqptdudn: 아 창덕궁 야간개장 갔다온 친구한테 들었는데 관람코스 마지막 순서 즈음에 왕과 왕비가 밤산책을 나왔다가 우연히(!) 백성들과 마주쳤다는 설정으로다가 사진 청하면 같이 찍어주신다고 해서 한복뽐뿌 심하게 옴ㅋㅋㅋㅋ 임금님이 근…,2023-04-25 14:57:59+00:00,3206,0,[]
1650876786144858112,김윤서,MIMK0PTlLnxjfzL,"RT @offclASTRO: 쇼챔과 한복
#아스트로 #아로하 https://t.co/xJxheAsQMH",2023-04-25 14:57:52+00:00,12879,0,"[{'text': '아스트로', 'indices': [23, 28]}, {'text': '아로하', 'indices': [29, 33]}]"
1650876576328810497,허니꿀,honeyyarn11,"RT @Hanbok_Ahidi: 그러고보니 &lt;오페라의 유령&gt;의 뮤지컬 배우분이 입었던 치마도 그러한 조선초기 스타일이었던것 같아요
한복은 이윤순님의 우리한복 https://t.co/NbDszZTc4c",2023-04-25 14:57:02+00:00,240,0,[]
1650876466794758146,🌷✨이나✨🌷😷,wondercountry,"RT @jellykingbat_2: 허리 뒤로 리본 묶는 것도 한복인데요ㅠㅠ한복도 꾸준히 변화해왔는데,,근본적으로 파괴했다기 보단 이런 한복도 나오다니 이런식으로 생각해줬으면,,한복을 검열하면 소뷴홍들에게 먹이를 주게 돼요 환혼도 얼마나 물어뜯겼는데…",2023-04-25 14:56:36+00:00,116,0,[]
1650876331809443840,뿡이🥰,Ppung_yi,RT @k10nso: 한복이 좋다... 🥹 https://t.co/Z6wytxkTop,2023-04-25 14:56:03+00:00,22,0,[]
1650876167338213377,✨사막여우✨,Ex_H_F,아 이거 너무 웃겨요 ㅠㅠ 남의 집 위험 쓰레기통이랑 내 방 한복판이 강제 링크 https://t.co/19X1m7RYAr,2023-04-25 14:55:24+00:00,0,1,[]
1650876156495925248,알차부러,i_go_alcha_brue,한복 한벌 더살까,2023-04-25 14:55:22+00:00,0,0,[]
1650876120068415489,슥빙고,ssucbinggo,RT @lol_breadragon: 싸구려같아도 입고 우리한복 지키기vs 구리다고 안입다가 중국한테 뺏기기,2023-04-25 14:55:13+00:00,5264,0,[]
